Trace1,
Freq,,Amp,,
            79249938,Hz,              -84.43, dBm,
            79266604,Hz,              -84.39, dBm,
            79283270,Hz,              -84.35, dBm,
            79299936,Hz,              -84.32, dBm,
            79316602,Hz,              -84.29, dBm,
            79333268,Hz,              -84.28, dBm,
            79349934,Hz,              -84.27, dBm,
            79366600,Hz,              -84.24, dBm,
            79383266,Hz,              -84.23, dBm,
            79399932,Hz,              -84.23, dBm,
            79416598,Hz,              -84.26, dBm,
            79433264,Hz,              -84.28, dBm,
            79449930,Hz,              -84.28, dBm,
            79466596,Hz,              -84.25, dBm,
            79483262,Hz,              -84.20, dBm,
            79499928,Hz,              -84.13, dBm,
            79516594,Hz,              -84.07, dBm,
            79533260,Hz,              -84.04, dBm,
            79549926,Hz,              -84.01, dBm,
            79566592,Hz,              -83.97, dBm,
            79583258,Hz,              -83.95, dBm,
            79599924,Hz,              -83.96, dBm,
            79616590,Hz,              -84.00, dBm,
            79633256,Hz,              -84.04, dBm,
            79649922,Hz,              -84.04, dBm,
            79666588,Hz,              -83.99, dBm,
            79683254,Hz,              -83.93, dBm,
            79699920,Hz,              -83.87, dBm,
            79716586,Hz,              -83.79, dBm,
            79733252,Hz,              -83.74, dBm,
            79749918,Hz,              -83.72, dBm,
            79766584,Hz,              -83.73, dBm,
            79783250,Hz,              -83.75, dBm,
            79799916,Hz,              -83.78, dBm,
            79816582,Hz,              -83.82, dBm,
            79833248,Hz,              -83.84, dBm,
            79849914,Hz,              -83.82, dBm,
            79866580,Hz,              -83.75, dBm,
            79883246,Hz,              -83.68, dBm,
            79899912,Hz,              -83.62, dBm,
            79916578,Hz,              -83.55, dBm,
            79933244,Hz,              -83.51, dBm,
            79949910,Hz,              -83.48, dBm,
            79966576,Hz,              -83.44, dBm,
            79983242,Hz,              -83.42, dBm,
            79999908,Hz,              -83.44, dBm,
            80016574,Hz,              -83.50, dBm,
            80033240,Hz,              -83.50, dBm,
            80049906,Hz,              -83.45, dBm,
            80066572,Hz,              -83.35, dBm,
            80083238,Hz,              -83.30, dBm,
            80099904,Hz,              -83.27, dBm,
            80116570,Hz,              -83.23, dBm,
            80133236,Hz,              -83.17, dBm,
            80149902,Hz,              -83.08, dBm,
            80166568,Hz,              -82.93, dBm,
            80183234,Hz,              -82.85, dBm,
            80199900,Hz,              -82.84, dBm,
            80216566,Hz,              -82.90, dBm,
            80233232,Hz,              -82.93, dBm,
            80249898,Hz,              -82.90, dBm,
            80266564,Hz,              -82.82, dBm,
            80283230,Hz,              -82.74, dBm,
            80299896,Hz,              -82.67, dBm,
            80316562,Hz,              -82.55, dBm,
            80333228,Hz,              -82.46, dBm,
            80349894,Hz,              -82.39, dBm,
            80366560,Hz,              -82.38, dBm,
            80383226,Hz,              -82.42, dBm,
            80399892,Hz,              -82.47, dBm,
            80416558,Hz,              -82.48, dBm,
            80433224,Hz,              -82.42, dBm,
            80449890,Hz,              -82.30, dBm,
            80466556,Hz,              -82.11, dBm,
            80483222,Hz,              -81.97, dBm,
            80499888,Hz,              -81.89, dBm,
            80516554,Hz,              -81.83, dBm,
            80533220,Hz,              -81.80, dBm,
            80549886,Hz,              -81.70, dBm,
            80566552,Hz,              -81.49, dBm,
            80583218,Hz,              -81.33, dBm,
            80599884,Hz,              -81.21, dBm,
            80616550,Hz,              -81.14, dBm,
            80633216,Hz,              -81.10, dBm,
            80649882,Hz,              -81.04, dBm,
            80666548,Hz,              -80.88, dBm,
            80683214,Hz,              -80.75, dBm,
            80699880,Hz,              -80.67, dBm,
            80716546,Hz,              -80.63, dBm,
            80733212,Hz,              -80.61, dBm,
            80749878,Hz,              -80.58, dBm,
            80766544,Hz,              -80.50, dBm,
            80783210,Hz,              -80.39, dBm,
            80799876,Hz,              -80.23, dBm,
            80816542,Hz,              -80.08, dBm,
            80833208,Hz,              -80.05, dBm,
            80849874,Hz,              -80.04, dBm,
            80866540,Hz,              -79.97, dBm,
            80883206,Hz,              -79.89, dBm,
            80899872,Hz,              -79.81, dBm,
            80916538,Hz,              -79.70, dBm,
            80933204,Hz,              -79.60, dBm,
            80949870,Hz,              -79.48, dBm,
            80966536,Hz,              -79.30, dBm,
            80983202,Hz,              -79.21, dBm,
            80999868,Hz,              -79.17, dBm,
            81016534,Hz,              -79.10, dBm,
            81033200,Hz,              -78.97, dBm,
            81049866,Hz,              -78.79, dBm,
            81066532,Hz,              -78.51, dBm,
            81083198,Hz,              -78.29, dBm,
            81099864,Hz,              -78.13, dBm,
            81116530,Hz,              -77.95, dBm,
            81133196,Hz,              -77.77, dBm,
            81149862,Hz,              -77.59, dBm,
            81166528,Hz,              -77.45, dBm,
            81183194,Hz,              -77.42, dBm,
            81199860,Hz,              -77.44, dBm,
            81216526,Hz,              -77.45, dBm,
            81233192,Hz,              -77.41, dBm,
            81249858,Hz,              -77.31, dBm,
            81266524,Hz,              -77.10, dBm,
            81283190,Hz,              -76.90, dBm,
            81299856,Hz,              -76.68, dBm,
            81316522,Hz,              -76.40, dBm,
            81333188,Hz,              -76.14, dBm,
            81349854,Hz,              -75.85, dBm,
            81366520,Hz,              -75.50, dBm,
            81383186,Hz,              -75.35, dBm,
            81399852,Hz,              -75.27, dBm,
            81416518,Hz,              -75.16, dBm,
            81433184,Hz,              -75.00, dBm,
            81449850,Hz,              -74.77, dBm,
            81466516,Hz,              -74.46, dBm,
            81483182,Hz,              -74.25, dBm,
            81499848,Hz,              -74.01, dBm,
            81516514,Hz,              -73.64, dBm,
            81533180,Hz,              -73.39, dBm,
            81549846,Hz,              -73.12, dBm,
            81566512,Hz,              -72.70, dBm,
            81583178,Hz,              -72.45, dBm,
            81599844,Hz,              -72.31, dBm,
            81616510,Hz,              -72.19, dBm,
            81633176,Hz,              -72.11, dBm,
            81649842,Hz,              -71.98, dBm,
            81666508,Hz,              -71.72, dBm,
            81683174,Hz,              -71.50, dBm,
            81699840,Hz,              -71.28, dBm,
            81716506,Hz,              -70.95, dBm,
            81733172,Hz,              -70.61, dBm,
            81749838,Hz,              -70.22, dBm,
            81766504,Hz,              -69.83, dBm,
            81783170,Hz,              -69.65, dBm,
            81799836,Hz,              -69.57, dBm,
            81816502,Hz,              -69.48, dBm,
            81833168,Hz,              -69.38, dBm,
            81849834,Hz,              -69.18, dBm,
            81866500,Hz,              -68.75, dBm,
            81883166,Hz,              -68.41, dBm,
            81899832,Hz,              -68.18, dBm,
            81916498,Hz,              -67.94, dBm,
            81933164,Hz,              -67.75, dBm,
            81949830,Hz,              -67.54, dBm,
            81966496,Hz,              -67.31, dBm,
            81983162,Hz,              -67.16, dBm,
            81999828,Hz,              -67.02, dBm,
            82016494,Hz,              -66.79, dBm,
            82033160,Hz,              -66.57, dBm,
            82049826,Hz,              -66.31, dBm,
            82066492,Hz,              -66.00, dBm,
            82083158,Hz,              -65.80, dBm,
            82099824,Hz,              -65.65, dBm,
            82116490,Hz,              -65.47, dBm,
            82133156,Hz,              -65.34, dBm,
            82149822,Hz,              -65.14, dBm,
            82166488,Hz,              -64.84, dBm,
            82183154,Hz,              -64.67, dBm,
            82199820,Hz,              -64.59, dBm,
            82216486,Hz,              -64.51, dBm,
            82233152,Hz,              -64.43, dBm,
            82249818,Hz,              -64.29, dBm,
            82266484,Hz,              -64.03, dBm,
            82283150,Hz,              -63.88, dBm,
            82299816,Hz,              -63.80, dBm,
            82316482,Hz,              -63.68, dBm,
            82333148,Hz,              -63.51, dBm,
            82349814,Hz,              -63.29, dBm,
            82366480,Hz,              -63.00, dBm,
            82383146,Hz,              -62.81, dBm,
            82399812,Hz,              -62.68, dBm,
            82416478,Hz,              -62.55, dBm,
            82433144,Hz,              -62.44, dBm,
            82449810,Hz,              -62.27, dBm,
            82466476,Hz,              -62.02, dBm,
            82483142,Hz,              -61.79, dBm,
            82499808,Hz,              -61.50, dBm,
            82516474,Hz,              -60.95, dBm,
            82533140,Hz,              -60.38, dBm,
            82549806,Hz,              -59.65, dBm,
            82566472,Hz,              -58.53, dBm,
            82583138,Hz,              -57.58, dBm,
            82599804,Hz,              -56.51, dBm,
            82616470,Hz,              -55.05, dBm,
            82633136,Hz,              -54.00, dBm,
            82649802,Hz,              -53.13, dBm,
            82666468,Hz,              -52.41, dBm,
            82683134,Hz,              -52.23, dBm,
            82699800,Hz,              -52.46, dBm,
            82716466,Hz,              -53.31, dBm,
            82733132,Hz,              -54.29, dBm,
            82749798,Hz,              -55.40, dBm,
            82766464,Hz,              -56.91, dBm,
            82783130,Hz,              -57.98, dBm,
            82799796,Hz,              -58.91, dBm,
            82816462,Hz,              -60.01, dBm,
            82833128,Hz,              -60.72, dBm,
            82849794,Hz,              -61.27, dBm,
            82866460,Hz,              -61.79, dBm,
            82883126,Hz,              -62.07, dBm,
            82899792,Hz,              -62.27, dBm,
            82916458,Hz,              -62.43, dBm,
            82933124,Hz,              -62.47, dBm,
            82949790,Hz,              -62.48, dBm,
            82966456,Hz,              -62.52, dBm,
            82983122,Hz,              -62.56, dBm,
            82999788,Hz,              -62.64, dBm,
            83016454,Hz,              -62.82, dBm,
            83033120,Hz,              -62.95, dBm,
            83049786,Hz,              -63.05, dBm,
            83066452,Hz,              -63.21, dBm,
            83083118,Hz,              -63.36, dBm,
            83099784,Hz,              -63.58, dBm,
            83116450,Hz,              -63.92, dBm,
            83133116,Hz,              -64.13, dBm,
            83149782,Hz,              -64.23, dBm,
            83166448,Hz,              -64.23, dBm,
            83183114,Hz,              -64.28, dBm,
            83199780,Hz,              -64.44, dBm,
            83216446,Hz,              -64.75, dBm,
            83233112,Hz,              -65.03, dBm,
            83249778,Hz,              -65.35, dBm,
            83266444,Hz,              -65.69, dBm,
            83283110,Hz,              -65.84, dBm,
            83299776,Hz,              -65.89, dBm,
            83316442,Hz,              -66.04, dBm,
            83333108,Hz,              -66.25, dBm,
            83349774,Hz,              -66.48, dBm,
            83366440,Hz,              -66.69, dBm,
            83383106,Hz,              -66.81, dBm,
            83399772,Hz,              -67.05, dBm,
            83416438,Hz,              -67.60, dBm,
            83433104,Hz,              -68.05, dBm,
            83449770,Hz,              -68.38, dBm,
            83466436,Hz,              -68.70, dBm,
            83483102,Hz,              -68.92, dBm,
            83499768,Hz,              -69.15, dBm,
            83516434,Hz,              -69.43, dBm,
            83533100,Hz,              -69.53, dBm,
            83549766,Hz,              -69.49, dBm,
            83566432,Hz,              -69.37, dBm,
            83583098,Hz,              -69.33, dBm,
            83599764,Hz,              -69.45, dBm,
            83616430,Hz,              -69.77, dBm,
            83633096,Hz,              -70.06, dBm,
            83649762,Hz,              -70.36, dBm,
            83666428,Hz,              -70.74, dBm,
            83683094,Hz,              -71.01, dBm,
            83699760,Hz,              -71.31, dBm,
            83716426,Hz,              -71.72, dBm,
            83733092,Hz,              -72.01, dBm,
            83749758,Hz,              -72.26, dBm,
            83766424,Hz,              -72.56, dBm,
            83783090,Hz,              -72.75, dBm,
            83799756,Hz,              -72.95, dBm,
            83816422,Hz,              -73.23, dBm,
            83833088,Hz,              -73.48, dBm,
            83849754,Hz,              -73.75, dBm,
            83866420,Hz,              -74.11, dBm,
            83883086,Hz,              -74.36, dBm,
            83899752,Hz,              -74.53, dBm,
            83916418,Hz,              -74.71, dBm,
            83933084,Hz,              -74.81, dBm,
            83949750,Hz,              -74.88, dBm,
            83966416,Hz,              -75.00, dBm,
            83983082,Hz,              -75.13, dBm,
            83999748,Hz,              -75.35, dBm,
            84016414,Hz,              -75.73, dBm,
            84033080,Hz,              -76.02, dBm,
            84049746,Hz,              -76.25, dBm,
            84066412,Hz,              -76.48, dBm,
            84083078,Hz,              -76.63, dBm,
            84099744,Hz,              -76.75, dBm,
            84116410,Hz,              -76.90, dBm,
            84133076,Hz,              -77.01, dBm,
            84149742,Hz,              -77.06, dBm,
            84166408,Hz,              -77.05, dBm,
            84183074,Hz,              -77.04, dBm,
            84199740,Hz,              -77.12, dBm,
            84216406,Hz,              -77.31, dBm,
            84233072,Hz,              -77.50, dBm,
            84249738,Hz,              -77.71, dBm,
            84266404,Hz,              -78.01, dBm,
            84283070,Hz,              -78.25, dBm,
            84299736,Hz,              -78.47, dBm,
            84316402,Hz,              -78.72, dBm,
            84333068,Hz,              -78.83, dBm,
            84349734,Hz,              -78.85, dBm,
            84366400,Hz,              -78.82, dBm,
            84383066,Hz,              -78.80, dBm,
            84399732,Hz,              -78.82, dBm,
            84416398,Hz,              -78.95, dBm,
            84433064,Hz,              -79.06, dBm,
            84449730,Hz,              -79.20, dBm,
            84466396,Hz,              -79.45, dBm,
            84483062,Hz,              -79.67, dBm,
            84499728,Hz,              -79.86, dBm,
            84516394,Hz,              -80.05, dBm,
            84533060,Hz,              -80.15, dBm,
            84549726,Hz,              -80.18, dBm,
            84566392,Hz,              -80.22, dBm,
            84583058,Hz,              -80.32, dBm,
            84599724,Hz,              -80.50, dBm,
            84616390,Hz,              -80.73, dBm,
            84633056,Hz,              -80.87, dBm,
            84649722,Hz,              -80.99, dBm,
            84666388,Hz,              -81.13, dBm,
            84683054,Hz,              -81.21, dBm,
            84699720,Hz,              -81.26, dBm,
            84716386,Hz,              -81.30, dBm,
            84733052,Hz,              -81.33, dBm,
            84749718,Hz,              -81.39, dBm,
            84766384,Hz,              -81.48, dBm,
            84783050,Hz,              -81.57, dBm,
            84799716,Hz,              -81.67, dBm,
            84816382,Hz,              -81.82, dBm,
            84833048,Hz,              -81.90, dBm,
            84849714,Hz,              -81.93, dBm,
            84866380,Hz,              -81.99, dBm,
            84883046,Hz,              -82.08, dBm,
            84899712,Hz,              -82.19, dBm,
            84916378,Hz,              -82.29, dBm,
            84933044,Hz,              -82.31, dBm,
            84949710,Hz,              -82.30, dBm,
            84966376,Hz,              -82.26, dBm,
            84983042,Hz,              -82.25, dBm,
            84999708,Hz,              -82.28, dBm,
            85016374,Hz,              -82.40, dBm,
            85033040,Hz,              -82.52, dBm,
            85049706,Hz,              -82.59, dBm,
            85066372,Hz,              -82.66, dBm,
            85083038,Hz,              -82.70, dBm,
            85099704,Hz,              -82.76, dBm,
            85116370,Hz,              -82.88, dBm,
            85133036,Hz,              -82.96, dBm,
            85149702,Hz,              -82.99, dBm,
            85166368,Hz,              -82.98, dBm,
            85183034,Hz,              -82.96, dBm,
            85199700,Hz,              -82.97, dBm,
            85216366,Hz,              -83.04, dBm,
            85233032,Hz,              -83.14, dBm,
            85249698,Hz,              -83.23, dBm,
            85266364,Hz,              -83.32, dBm,
            85283030,Hz,              -83.37, dBm,
            85299696,Hz,              -83.41, dBm,
            85316362,Hz,              -83.47, dBm,
            85333028,Hz,              -83.50, dBm,
            85349694,Hz,              -83.52, dBm,
            85366360,Hz,              -83.50, dBm,
            85383026,Hz,              -83.46, dBm,
            85399692,Hz,              -83.43, dBm,
            85416358,Hz,              -83.43, dBm,
            85433024,Hz,              -83.45, dBm,
            85449690,Hz,              -83.48, dBm,
            85466356,Hz,              -83.51, dBm,
            85483022,Hz,              -83.52, dBm,
            85499688,Hz,              -83.56, dBm,
            85516354,Hz,              -83.64, dBm,
            85533020,Hz,              -83.69, dBm,
            85549686,Hz,              -83.73, dBm,
            85566352,Hz,              -83.77, dBm,
            85583018,Hz,              -83.80, dBm,
            85599684,Hz,              -83.83, dBm,
            85616350,Hz,              -83.87, dBm,
            85633016,Hz,              -83.90, dBm,
            85649682,Hz,              -83.93, dBm,
            85666348,Hz,              -83.96, dBm,
            85683014,Hz,              -83.99, dBm,
            85699680,Hz,              -84.02, dBm,
            85716346,Hz,              -84.04, dBm,
            85733012,Hz,              -84.05, dBm,
            85749678,Hz,              -84.07, dBm,
            85766344,Hz,              -84.09, dBm,
            85783010,Hz,              -84.10, dBm,
            85799676,Hz,              -84.10, dBm,
            85816342,Hz,              -84.09, dBm,
            85833008,Hz,              -84.08, dBm,
            85849674,Hz,              -84.08, dBm,
            85866340,Hz,              -84.10, dBm,
            85883006,Hz,              -84.12, dBm,
            85899672,Hz,              -84.15, dBm,
            85916338,Hz,              -84.18, dBm,
            85933004,Hz,              -84.19, dBm,
            85949670,Hz,              -84.19, dBm,
            85966336,Hz,              -84.19, dBm,
            85983002,Hz,              -84.20, dBm,
            85999668,Hz,              -84.21, dBm,
            86016334,Hz,              -84.21, dBm,
            86033000,Hz,              -84.21, dBm,
            86049666,Hz,              -84.23, dBm,
            86066332,Hz,              -84.28, dBm,
            86082998,Hz,              -84.32, dBm,
            86099664,Hz,              -84.36, dBm,
            86116330,Hz,              -84.40, dBm,
            86132996,Hz,              -84.42, dBm,
            86149662,Hz,              -84.41, dBm,
            86166328,Hz,              -84.39, dBm,
            86182994,Hz,              -84.38, dBm,
            86199660,Hz,              -84.38, dBm,
            86216326,Hz,              -84.41, dBm,
            86232992,Hz,              -84.43, dBm,
            86249658,Hz,              -84.46, dBm,
            86266324,Hz,              -84.50, dBm,
            86282990,Hz,              -84.52, dBm,
            86299656,Hz,              -84.54, dBm,
            86316322,Hz,              -84.56, dBm,
            86332988,Hz,              -84.57, dBm,
            86349654,Hz,              -84.57, dBm,
            86366320,Hz,              -84.55, dBm,
            86382986,Hz,              -84.52, dBm,
            86399652,Hz,              -84.48, dBm,
            86416318,Hz,              -84.46, dBm,
            86432984,Hz,              -84.46, dBm,
            86449650,Hz,              -84.49, dBm,
            86466316,Hz,              -84.52, dBm,
            86482982,Hz,              -84.56, dBm,
            86499648,Hz,              -84.60, dBm,
            86516314,Hz,              -84.65, dBm,
            86532980,Hz,              -84.66, dBm,
            86549646,Hz,              -84.65, dBm,
            86566312,Hz,              -84.61, dBm,
            86582978,Hz,              -84.58, dBm,
            86599644,Hz,              -84.56, dBm,
            86616310,Hz,              -84.54, dBm,
            86632976,Hz,              -84.54, dBm,
            86649642,Hz,              -84.55, dBm,
            86666308,Hz,              -84.60, dBm,
            86682974,Hz,              -84.67, dBm,
            86699640,Hz,              -84.73, dBm,
            86716306,Hz,              -84.80, dBm,
            86732972,Hz,              -84.82, dBm,
            86749638,Hz,              -84.82, dBm,
            86766304,Hz,              -84.78, dBm,
            86782970,Hz,              -84.75, dBm,
            86799636,Hz,              -84.72, dBm,
            86816302,Hz,              -84.70, dBm,
            86832968,Hz,              -84.70, dBm,
            86849634,Hz,              -84.71, dBm,
            86866300,Hz,              -84.73, dBm,
            86882966,Hz,              -84.74, dBm,
            86899632,Hz,              -84.75, dBm,
            86916298,Hz,              -84.76, dBm,
            86932964,Hz,              -84.76, dBm,
            86949630,Hz,              -84.75, dBm,
            86966296,Hz,              -84.75, dBm,
            86982962,Hz,              -84.76, dBm,
            86999628,Hz,              -84.76, dBm,
            87016294,Hz,              -84.75, dBm,
            87032960,Hz,              -84.74, dBm,
            87049626,Hz,              -84.73, dBm,
            87066292,Hz,              -84.74, dBm,
            87082958,Hz,              -84.74, dBm,
            87099624,Hz,              -84.74, dBm,
            87116290,Hz,              -84.76, dBm,
            87132956,Hz,              -84.78, dBm,
            87149622,Hz,              -84.81, dBm,
            87166288,Hz,              -84.82, dBm,
            87182954,Hz,              -84.81, dBm,
            87199620,Hz,              -84.79, dBm,
            87216286,Hz,              -84.76, dBm,
            87232952,Hz,              -84.75, dBm,
            87249618,Hz,              -84.75, dBm,
            87266284,Hz,              -84.77, dBm,
            87282950,Hz,              -84.80, dBm,
            87299616,Hz,              -84.82, dBm,
            87316282,Hz,              -84.85, dBm,
            87332948,Hz,              -84.87, dBm,
            87349614,Hz,              -84.88, dBm,
            87366280,Hz,              -84.88, dBm,
            87382946,Hz,              -84.89, dBm,
            87399612,Hz,              -84.89, dBm,
            87416278,Hz,              -84.88, dBm,
            87432944,Hz,              -84.88, dBm,
            87449610,Hz,              -84.87, dBm,
            87466276,Hz,              -84.85, dBm,
            87482942,Hz,              -84.84, dBm,
            87499608,Hz,              -84.85, dBm,
            87516274,Hz,              -84.85, dBm,
            87532940,Hz,              -84.85, dBm,
            87549606,Hz,              -84.86, dBm,
            87566272,Hz,              -84.86, dBm,
            87582938,Hz,              -84.86, dBm,
            87599604,Hz,              -84.85, dBm,
            87616270,Hz,              -84.84, dBm,
            87632936,Hz,              -84.84, dBm,
            87649602,Hz,              -84.85, dBm,
            87666268,Hz,              -84.87, dBm,
            87682934,Hz,              -84.88, dBm,
            87699600,Hz,              -84.90, dBm,
