Trace1,
Freq,,Amp,,
            42033132,Hz,              -66.89, dBm,
            42049798,Hz,              -67.00, dBm,
            42066464,Hz,              -67.38, dBm,
            42083130,Hz,              -67.78, dBm,
            42099796,Hz,              -68.20, dBm,
            42116462,Hz,              -68.64, dBm,
            42133128,Hz,              -68.87, dBm,
            42149794,Hz,              -69.05, dBm,
            42166460,Hz,              -69.20, dBm,
            42183126,Hz,              -69.26, dBm,
            42199792,Hz,              -69.21, dBm,
            42216458,Hz,              -69.01, dBm,
            42233124,Hz,              -68.88, dBm,
            42249790,Hz,              -68.89, dBm,
            42266456,Hz,              -69.07, dBm,
            42283122,Hz,              -69.25, dBm,
            42299788,Hz,              -69.45, dBm,
            42316454,Hz,              -69.72, dBm,
            42333120,Hz,              -69.95, dBm,
            42349786,Hz,              -70.18, dBm,
            42366452,Hz,              -70.47, dBm,
            42383118,Hz,              -70.66, dBm,
            42399784,Hz,              -70.79, dBm,
            42416450,Hz,              -70.83, dBm,
            42433116,Hz,              -70.82, dBm,
            42449782,Hz,              -70.89, dBm,
            42466448,Hz,              -71.18, dBm,
            42483114,Hz,              -71.49, dBm,
            42499780,Hz,              -71.71, dBm,
            42516446,Hz,              -71.85, dBm,
            42533112,Hz,              -71.89, dBm,
            42549778,Hz,              -72.04, dBm,
            42566444,Hz,              -72.38, dBm,
            42583110,Hz,              -72.70, dBm,
            42599776,Hz,              -72.98, dBm,
            42616442,Hz,              -73.17, dBm,
            42633108,Hz,              -73.19, dBm,
            42649774,Hz,              -73.16, dBm,
            42666440,Hz,              -73.13, dBm,
            42683106,Hz,              -73.10, dBm,
            42699772,Hz,              -73.06, dBm,
            42716438,Hz,              -73.02, dBm,
            42733104,Hz,              -73.08, dBm,
            42749770,Hz,              -73.31, dBm,
            42766436,Hz,              -73.71, dBm,
            42783102,Hz,              -73.97, dBm,
            42799768,Hz,              -74.17, dBm,
            42816434,Hz,              -74.35, dBm,
            42833100,Hz,              -74.48, dBm,
            42849766,Hz,              -74.68, dBm,
            42866432,Hz,              -75.04, dBm,
            42883098,Hz,              -75.31, dBm,
            42899764,Hz,              -75.52, dBm,
            42916430,Hz,              -75.68, dBm,
            42933096,Hz,              -75.79, dBm,
            42949762,Hz,              -75.95, dBm,
            42966428,Hz,              -76.13, dBm,
            42983094,Hz,              -76.16, dBm,
            42999760,Hz,              -76.04, dBm,
            43016426,Hz,              -75.84, dBm,
            43033092,Hz,              -75.84, dBm,
            43049758,Hz,              -76.03, dBm,
            43066424,Hz,              -76.31, dBm,
            43083090,Hz,              -76.48, dBm,
            43099756,Hz,              -76.51, dBm,
            43116422,Hz,              -76.38, dBm,
            43133088,Hz,              -76.28, dBm,
            43149754,Hz,              -76.36, dBm,
            43166420,Hz,              -76.75, dBm,
            43183086,Hz,              -77.07, dBm,
            43199752,Hz,              -77.14, dBm,
            43216418,Hz,              -76.94, dBm,
            43233084,Hz,              -76.86, dBm,
            43249750,Hz,              -77.11, dBm,
            43266416,Hz,              -77.69, dBm,
            43283082,Hz,              -78.15, dBm,
            43299748,Hz,              -78.45, dBm,
            43316414,Hz,              -78.58, dBm,
            43333080,Hz,              -78.58, dBm,
            43349746,Hz,              -78.67, dBm,
            43366412,Hz,              -78.96, dBm,
            43383078,Hz,              -79.25, dBm,
            43399744,Hz,              -79.49, dBm,
            43416410,Hz,              -79.57, dBm,
            43433076,Hz,              -79.50, dBm,
            43449742,Hz,              -79.47, dBm,
            43466408,Hz,              -79.62, dBm,
            43483074,Hz,              -79.82, dBm,
            43499740,Hz,              -80.00, dBm,
            43516406,Hz,              -80.10, dBm,
            43533072,Hz,              -80.17, dBm,
            43549738,Hz,              -80.26, dBm,
            43566404,Hz,              -80.34, dBm,
            43583070,Hz,              -80.35, dBm,
            43599736,Hz,              -80.31, dBm,
            43616402,Hz,              -80.23, dBm,
            43633068,Hz,              -80.22, dBm,
            43649734,Hz,              -80.23, dBm,
            43666400,Hz,              -80.27, dBm,
            43683066,Hz,              -80.30, dBm,
            43699732,Hz,              -80.35, dBm,
            43716398,Hz,              -80.43, dBm,
            43733064,Hz,              -80.44, dBm,
            43749730,Hz,              -80.45, dBm,
            43766396,Hz,              -80.54, dBm,
            43783062,Hz,              -80.66, dBm,
            43799728,Hz,              -80.76, dBm,
            43816394,Hz,              -80.73, dBm,
            43833060,Hz,              -80.65, dBm,
            43849726,Hz,              -80.66, dBm,
            43866392,Hz,              -80.82, dBm,
            43883058,Hz,              -80.99, dBm,
            43899724,Hz,              -81.15, dBm,
            43916390,Hz,              -81.33, dBm,
            43933056,Hz,              -81.46, dBm,
            43949722,Hz,              -81.59, dBm,
            43966388,Hz,              -81.78, dBm,
            43983054,Hz,              -81.89, dBm,
            43999720,Hz,              -81.91, dBm,
            44016386,Hz,              -81.85, dBm,
            44033052,Hz,              -81.80, dBm,
            44049718,Hz,              -81.79, dBm,
            44066384,Hz,              -81.91, dBm,
            44083050,Hz,              -82.08, dBm,
            44099716,Hz,              -82.27, dBm,
            44116382,Hz,              -82.55, dBm,
            44133048,Hz,              -82.71, dBm,
            44149714,Hz,              -82.82, dBm,
            44166380,Hz,              -82.88, dBm,
            44183046,Hz,              -82.85, dBm,
            44199712,Hz,              -82.80, dBm,
            44216378,Hz,              -82.72, dBm,
            44233044,Hz,              -82.62, dBm,
            44249710,Hz,              -82.51, dBm,
            44266376,Hz,              -82.46, dBm,
            44283042,Hz,              -82.51, dBm,
            44299708,Hz,              -82.59, dBm,
            44316374,Hz,              -82.65, dBm,
            44333040,Hz,              -82.63, dBm,
            44349706,Hz,              -82.58, dBm,
            44366372,Hz,              -82.52, dBm,
            44383038,Hz,              -82.48, dBm,
            44399704,Hz,              -82.45, dBm,
            44416370,Hz,              -82.41, dBm,
            44433036,Hz,              -82.44, dBm,
            44449702,Hz,              -82.55, dBm,
            44466368,Hz,              -82.73, dBm,
            44483034,Hz,              -82.84, dBm,
            44499700,Hz,              -82.94, dBm,
            44516366,Hz,              -83.06, dBm,
            44533032,Hz,              -83.14, dBm,
            44549698,Hz,              -83.23, dBm,
            44566364,Hz,              -83.30, dBm,
            44583030,Hz,              -83.28, dBm,
            44599696,Hz,              -83.19, dBm,
            44616362,Hz,              -83.01, dBm,
            44633028,Hz,              -82.92, dBm,
            44649694,Hz,              -82.93, dBm,
            44666360,Hz,              -83.05, dBm,
            44683026,Hz,              -83.14, dBm,
            44699692,Hz,              -83.23, dBm,
            44716358,Hz,              -83.37, dBm,
            44733024,Hz,              -83.48, dBm,
            44749690,Hz,              -83.56, dBm,
            44766356,Hz,              -83.60, dBm,
            44783022,Hz,              -83.57, dBm,
            44799688,Hz,              -83.50, dBm,
            44816354,Hz,              -83.41, dBm,
            44833020,Hz,              -83.34, dBm,
            44849686,Hz,              -83.31, dBm,
            44866352,Hz,              -83.32, dBm,
            44883018,Hz,              -83.33, dBm,
            44899684,Hz,              -83.35, dBm,
            44916350,Hz,              -83.40, dBm,
            44933016,Hz,              -83.43, dBm,
            44949682,Hz,              -83.47, dBm,
            44966348,Hz,              -83.54, dBm,
            44983014,Hz,              -83.58, dBm,
            44999680,Hz,              -83.61, dBm,
            45016346,Hz,              -83.58, dBm,
            45033012,Hz,              -83.50, dBm,
            45049678,Hz,              -83.37, dBm,
            45066344,Hz,              -83.20, dBm,
            45083010,Hz,              -83.14, dBm,
            45099676,Hz,              -83.21, dBm,
            45116342,Hz,              -83.43, dBm,
            45133008,Hz,              -83.61, dBm,
            45149674,Hz,              -83.74, dBm,
            45166340,Hz,              -83.85, dBm,
            45183006,Hz,              -83.89, dBm,
            45199672,Hz,              -83.90, dBm,
            45216338,Hz,              -83.91, dBm,
            45233004,Hz,              -83.91, dBm,
            45249670,Hz,              -83.90, dBm,
            45266336,Hz,              -83.89, dBm,
            45283002,Hz,              -83.90, dBm,
            45299668,Hz,              -83.91, dBm,
            45316334,Hz,              -83.88, dBm,
            45333000,Hz,              -83.83, dBm,
            45349666,Hz,              -83.77, dBm,
            45366332,Hz,              -83.74, dBm,
            45382998,Hz,              -83.77, dBm,
            45399664,Hz,              -83.82, dBm,
            45416330,Hz,              -83.91, dBm,
            45432996,Hz,              -83.97, dBm,
            45449662,Hz,              -84.00, dBm,
            45466328,Hz,              -84.02, dBm,
            45482994,Hz,              -84.02, dBm,
            45499660,Hz,              -84.03, dBm,
            45516326,Hz,              -84.06, dBm,
            45532992,Hz,              -84.10, dBm,
            45549658,Hz,              -84.14, dBm,
            45566324,Hz,              -84.18, dBm,
            45582990,Hz,              -84.19, dBm,
            45599656,Hz,              -84.19, dBm,
            45616322,Hz,              -84.17, dBm,
            45632988,Hz,              -84.16, dBm,
            45649654,Hz,              -84.16, dBm,
            45666320,Hz,              -84.17, dBm,
            45682986,Hz,              -84.18, dBm,
            45699652,Hz,              -84.17, dBm,
            45716318,Hz,              -84.17, dBm,
            45732984,Hz,              -84.15, dBm,
            45749650,Hz,              -84.14, dBm,
            45766316,Hz,              -84.14, dBm,
            45782982,Hz,              -84.16, dBm,
            45799648,Hz,              -84.19, dBm,
            45816314,Hz,              -84.20, dBm,
            45832980,Hz,              -84.19, dBm,
            45849646,Hz,              -84.17, dBm,
            45866312,Hz,              -84.18, dBm,
            45882978,Hz,              -84.21, dBm,
            45899644,Hz,              -84.24, dBm,
            45916310,Hz,              -84.27, dBm,
            45932976,Hz,              -84.29, dBm,
            45949642,Hz,              -84.29, dBm,
            45966308,Hz,              -84.31, dBm,
            45982974,Hz,              -84.35, dBm,
            45999640,Hz,              -84.40, dBm,
            46016306,Hz,              -84.45, dBm,
            46032972,Hz,              -84.46, dBm,
            46049638,Hz,              -84.45, dBm,
            46066304,Hz,              -84.42, dBm,
            46082970,Hz,              -84.40, dBm,
            46099636,Hz,              -84.38, dBm,
            46116302,Hz,              -84.35, dBm,
            46132968,Hz,              -84.34, dBm,
            46149634,Hz,              -84.33, dBm,
            46166300,Hz,              -84.33, dBm,
            46182966,Hz,              -84.34, dBm,
            46199632,Hz,              -84.32, dBm,
            46216298,Hz,              -84.29, dBm,
            46232964,Hz,              -84.28, dBm,
            46249630,Hz,              -84.29, dBm,
            46266296,Hz,              -84.33, dBm,
            46282962,Hz,              -84.35, dBm,
            46299628,Hz,              -84.36, dBm,
            46316294,Hz,              -84.37, dBm,
            46332960,Hz,              -84.38, dBm,
            46349626,Hz,              -84.39, dBm,
            46366292,Hz,              -84.42, dBm,
            46382958,Hz,              -84.44, dBm,
            46399624,Hz,              -84.45, dBm,
            46416290,Hz,              -84.45, dBm,
            46432956,Hz,              -84.45, dBm,
            46449622,Hz,              -84.45, dBm,
            46466288,Hz,              -84.47, dBm,
            46482954,Hz,              -84.48, dBm,
            46499620,Hz,              -84.47, dBm,
            46516286,Hz,              -84.47, dBm,
            46532952,Hz,              -84.46, dBm,
            46549618,Hz,              -84.47, dBm,
            46566284,Hz,              -84.49, dBm,
            46582950,Hz,              -84.52, dBm,
            46599616,Hz,              -84.56, dBm,
            46616282,Hz,              -84.61, dBm,
            46632948,Hz,              -84.62, dBm,
            46649614,Hz,              -84.60, dBm,
            46666280,Hz,              -84.54, dBm,
            46682946,Hz,              -84.48, dBm,
            46699612,Hz,              -84.45, dBm,
            46716278,Hz,              -84.44, dBm,
            46732944,Hz,              -84.46, dBm,
            46749610,Hz,              -84.50, dBm,
            46766276,Hz,              -84.53, dBm,
            46782942,Hz,              -84.52, dBm,
            46799608,Hz,              -84.50, dBm,
            46816274,Hz,              -84.47, dBm,
            46832940,Hz,              -84.46, dBm,
            46849606,Hz,              -84.46, dBm,
            46866272,Hz,              -84.46, dBm,
            46882938,Hz,              -84.46, dBm,
            46899604,Hz,              -84.47, dBm,
            46916270,Hz,              -84.47, dBm,
            46932936,Hz,              -84.49, dBm,
            46949602,Hz,              -84.50, dBm,
            46966268,Hz,              -84.52, dBm,
            46982934,Hz,              -84.54, dBm,
            46999600,Hz,              -84.56, dBm,
Trace2,
Freq,,Amp,,
            37000000,Hz,              -83.46, dBm,
            37016666,Hz,              -83.46, dBm,
            37033332,Hz,              -83.47, dBm,
            37049998,Hz,              -83.48, dBm,
            37066664,Hz,              -83.50, dBm,
            37083330,Hz,              -83.52, dBm,
            37099996,Hz,              -83.54, dBm,
            37116662,Hz,              -83.55, dBm,
            37133328,Hz,              -83.53, dBm,
            37149994,Hz,              -83.49, dBm,
            37166660,Hz,              -83.44, dBm,
            37183326,Hz,              -83.39, dBm,
            37199992,Hz,              -83.36, dBm,
            37216658,Hz,              -83.33, dBm,
            37233324,Hz,              -83.32, dBm,
            37249990,Hz,              -83.32, dBm,
            37266656,Hz,              -83.34, dBm,
            37283322,Hz,              -83.37, dBm,
            37299988,Hz,              -83.39, dBm,
            37316654,Hz,              -83.41, dBm,
            37333320,Hz,              -83.39, dBm,
            37349986,Hz,              -83.35, dBm,
            37366652,Hz,              -83.29, dBm,
            37383318,Hz,              -83.26, dBm,
            37399984,Hz,              -83.25, dBm,
            37416650,Hz,              -83.27, dBm,
            37433316,Hz,              -83.28, dBm,
            37449982,Hz,              -83.28, dBm,
            37466648,Hz,              -83.24, dBm,
            37483314,Hz,              -83.19, dBm,
            37499980,Hz,              -83.13, dBm,
            37516646,Hz,              -83.06, dBm,
            37533312,Hz,              -83.04, dBm,
            37549978,Hz,              -83.05, dBm,
            37566644,Hz,              -83.08, dBm,
            37583310,Hz,              -83.11, dBm,
            37599976,Hz,              -83.12, dBm,
            37616642,Hz,              -83.14, dBm,
            37633308,Hz,              -83.16, dBm,
            37649974,Hz,              -83.18, dBm,
            37666640,Hz,              -83.18, dBm,
            37683306,Hz,              -83.16, dBm,
            37699972,Hz,              -83.14, dBm,
            37716638,Hz,              -83.11, dBm,
            37733304,Hz,              -83.07, dBm,
            37749970,Hz,              -83.00, dBm,
            37766636,Hz,              -82.93, dBm,
            37783302,Hz,              -82.89, dBm,
            37799968,Hz,              -82.88, dBm,
            37816634,Hz,              -82.92, dBm,
            37833300,Hz,              -82.98, dBm,
            37849966,Hz,              -83.03, dBm,
            37866632,Hz,              -83.05, dBm,
            37883298,Hz,              -83.04, dBm,
            37899964,Hz,              -83.00, dBm,
            37916630,Hz,              -82.97, dBm,
            37933296,Hz,              -82.95, dBm,
            37949962,Hz,              -82.94, dBm,
            37966628,Hz,              -82.92, dBm,
            37983294,Hz,              -82.86, dBm,
            37999960,Hz,              -82.78, dBm,
            38016626,Hz,              -82.68, dBm,
            38033292,Hz,              -82.63, dBm,
            38049958,Hz,              -82.61, dBm,
            38066624,Hz,              -82.60, dBm,
            38083290,Hz,              -82.59, dBm,
            38099956,Hz,              -82.58, dBm,
            38116622,Hz,              -82.60, dBm,
            38133288,Hz,              -82.64, dBm,
            38149954,Hz,              -82.67, dBm,
            38166620,Hz,              -82.64, dBm,
            38183286,Hz,              -82.56, dBm,
            38199952,Hz,              -82.45, dBm,
            38216618,Hz,              -82.35, dBm,
            38233284,Hz,              -82.33, dBm,
            38249950,Hz,              -82.35, dBm,
            38266616,Hz,              -82.41, dBm,
            38283282,Hz,              -82.43, dBm,
            38299948,Hz,              -82.40, dBm,
            38316614,Hz,              -82.32, dBm,
            38333280,Hz,              -82.26, dBm,
            38349946,Hz,              -82.21, dBm,
            38366612,Hz,              -82.13, dBm,
            38383278,Hz,              -82.06, dBm,
            38399944,Hz,              -82.02, dBm,
            38416610,Hz,              -82.02, dBm,
            38433276,Hz,              -82.06, dBm,
            38449942,Hz,              -82.08, dBm,
            38466608,Hz,              -82.09, dBm,
            38483274,Hz,              -82.07, dBm,
            38499940,Hz,              -82.03, dBm,
            38516606,Hz,              -81.97, dBm,
            38533272,Hz,              -81.89, dBm,
            38549938,Hz,              -81.80, dBm,
            38566604,Hz,              -81.68, dBm,
            38583270,Hz,              -81.56, dBm,
