Trace1,
Freq,,Amp,,
            38599936,Hz,              -81.44, dBm,
            38616602,Hz,              -81.34, dBm,
            38633268,Hz,              -81.34, dBm,
            38649934,Hz,              -81.38, dBm,
            38666600,Hz,              -81.46, dBm,
            38683266,Hz,              -81.49, dBm,
            38699932,Hz,              -81.46, dBm,
            38716598,Hz,              -81.38, dBm,
            38733264,Hz,              -81.32, dBm,
            38749930,Hz,              -81.30, dBm,
            38766596,Hz,              -81.26, dBm,
            38783262,Hz,              -81.16, dBm,
            38799928,Hz,              -81.01, dBm,
            38816594,Hz,              -80.78, dBm,
            38833260,Hz,              -80.65, dBm,
            38849926,Hz,              -80.60, dBm,
            38866592,Hz,              -80.63, dBm,
            38883258,Hz,              -80.67, dBm,
            38899924,Hz,              -80.64, dBm,
            38916590,Hz,              -80.53, dBm,
            38933256,Hz,              -80.46, dBm,
            38949922,Hz,              -80.41, dBm,
            38966588,Hz,              -80.33, dBm,
            38983254,Hz,              -80.23, dBm,
            38999920,Hz,              -80.08, dBm,
            39016586,Hz,              -79.93, dBm,
            39033252,Hz,              -79.91, dBm,
            39049918,Hz,              -80.00, dBm,
            39066584,Hz,              -80.14, dBm,
            39083250,Hz,              -80.18, dBm,
            39099916,Hz,              -80.14, dBm,
            39116582,Hz,              -80.03, dBm,
            39133248,Hz,              -79.91, dBm,
            39149914,Hz,              -79.81, dBm,
            39166580,Hz,              -79.74, dBm,
            39183246,Hz,              -79.72, dBm,
            39199912,Hz,              -79.68, dBm,
            39216578,Hz,              -79.62, dBm,
            39233244,Hz,              -79.57, dBm,
            39249910,Hz,              -79.58, dBm,
            39266576,Hz,              -79.57, dBm,
            39283242,Hz,              -79.49, dBm,
            39299908,Hz,              -79.31, dBm,
            39316574,Hz,              -79.06, dBm,
            39333240,Hz,              -78.91, dBm,
            39349906,Hz,              -78.79, dBm,
            39366572,Hz,              -78.55, dBm,
            39383238,Hz,              -78.33, dBm,
            39399904,Hz,              -78.17, dBm,
            39416570,Hz,              -78.12, dBm,
            39433236,Hz,              -78.22, dBm,
            39449902,Hz,              -78.35, dBm,
            39466568,Hz,              -78.36, dBm,
            39483234,Hz,              -78.21, dBm,
            39499900,Hz,              -78.01, dBm,
            39516566,Hz,              -77.79, dBm,
            39533232,Hz,              -77.67, dBm,
            39549898,Hz,              -77.61, dBm,
            39566564,Hz,              -77.49, dBm,
            39583230,Hz,              -77.36, dBm,
            39599896,Hz,              -77.28, dBm,
            39616562,Hz,              -77.26, dBm,
            39633228,Hz,              -77.27, dBm,
            39649894,Hz,              -77.33, dBm,
            39666560,Hz,              -77.46, dBm,
            39683226,Hz,              -77.54, dBm,
            39699892,Hz,              -77.57, dBm,
            39716558,Hz,              -77.58, dBm,
            39733224,Hz,              -77.53, dBm,
            39749890,Hz,              -77.51, dBm,
            39766556,Hz,              -77.44, dBm,
            39783222,Hz,              -77.24, dBm,
            39799888,Hz,              -76.87, dBm,
            39816554,Hz,              -76.43, dBm,
            39833220,Hz,              -76.27, dBm,
            39849886,Hz,              -76.25, dBm,
            39866552,Hz,              -76.31, dBm,
            39883218,Hz,              -76.24, dBm,
            39899884,Hz,              -75.99, dBm,
            39916550,Hz,              -75.57, dBm,
            39933216,Hz,              -75.28, dBm,
            39949882,Hz,              -75.14, dBm,
            39966548,Hz,              -75.03, dBm,
            39983214,Hz,              -74.91, dBm,
            39999880,Hz,              -74.70, dBm,
            40016546,Hz,              -74.48, dBm,
            40033212,Hz,              -74.46, dBm,
            40049878,Hz,              -74.56, dBm,
            40066544,Hz,              -74.84, dBm,
            40083210,Hz,              -75.05, dBm,
            40099876,Hz,              -75.16, dBm,
            40116542,Hz,              -75.17, dBm,
            40133208,Hz,              -75.16, dBm,
            40149874,Hz,              -75.15, dBm,
            40166540,Hz,              -75.09, dBm,
            40183206,Hz,              -74.98, dBm,
            40199872,Hz,              -74.82, dBm,
            40216538,Hz,              -74.69, dBm,
            40233204,Hz,              -74.73, dBm,
            40249870,Hz,              -74.84, dBm,
            40266536,Hz,              -74.95, dBm,
            40283202,Hz,              -74.91, dBm,
            40299868,Hz,              -74.78, dBm,
            40316534,Hz,              -74.62, dBm,
            40333200,Hz,              -74.58, dBm,
            40349866,Hz,              -74.60, dBm,
            40366532,Hz,              -74.59, dBm,
            40383198,Hz,              -74.47, dBm,
            40399864,Hz,              -74.22, dBm,
            40416530,Hz,              -73.98, dBm,
            40433196,Hz,              -73.94, dBm,
            40449862,Hz,              -73.97, dBm,
            40466528,Hz,              -74.00, dBm,
            40483194,Hz,              -73.95, dBm,
            40499860,Hz,              -73.79, dBm,
            40516526,Hz,              -73.52, dBm,
            40533192,Hz,              -73.26, dBm,
            40549858,Hz,              -73.03, dBm,
            40566524,Hz,              -72.83, dBm,
            40583190,Hz,              -72.69, dBm,
            40599856,Hz,              -72.56, dBm,
            40616522,Hz,              -72.36, dBm,
            40633188,Hz,              -72.25, dBm,
            40649854,Hz,              -72.29, dBm,
            40666520,Hz,              -72.52, dBm,
            40683186,Hz,              -72.76, dBm,
            40699852,Hz,              -72.93, dBm,
            40716518,Hz,              -72.93, dBm,
            40733184,Hz,              -72.82, dBm,
            40749850,Hz,              -72.70, dBm,
            40766516,Hz,              -72.53, dBm,
            40783182,Hz,              -72.39, dBm,
            40799848,Hz,              -72.18, dBm,
            40816514,Hz,              -71.79, dBm,
            40833180,Hz,              -71.50, dBm,
            40849846,Hz,              -71.37, dBm,
            40866512,Hz,              -71.38, dBm,
            40883178,Hz,              -71.36, dBm,
            40899844,Hz,              -71.25, dBm,
            40916510,Hz,              -71.08, dBm,
            40933176,Hz,              -70.96, dBm,
            40949842,Hz,              -70.90, dBm,
            40966508,Hz,              -70.90, dBm,
            40983174,Hz,              -70.83, dBm,
            40999840,Hz,              -70.64, dBm,
            41016506,Hz,              -70.39, dBm,
            41033172,Hz,              -70.27, dBm,
            41049838,Hz,              -70.25, dBm,
            41066504,Hz,              -70.32, dBm,
            41083170,Hz,              -70.40, dBm,
            41099836,Hz,              -70.38, dBm,
            41116502,Hz,              -70.28, dBm,
            41133168,Hz,              -70.24, dBm,
            41149834,Hz,              -70.27, dBm,
            41166500,Hz,              -70.36, dBm,
            41183166,Hz,              -70.42, dBm,
            41199832,Hz,              -70.42, dBm,
            41216498,Hz,              -70.34, dBm,
            41233164,Hz,              -70.32, dBm,
            41249830,Hz,              -70.40, dBm,
            41266496,Hz,              -70.48, dBm,
            41283162,Hz,              -70.43, dBm,
            41299828,Hz,              -70.31, dBm,
            41316494,Hz,              -70.11, dBm,
            41333160,Hz,              -70.01, dBm,
            41349826,Hz,              -70.01, dBm,
            41366492,Hz,              -70.00, dBm,
            41383158,Hz,              -69.88, dBm,
            41399824,Hz,              -69.63, dBm,
            41416490,Hz,              -69.30, dBm,
            41433156,Hz,              -69.14, dBm,
            41449822,Hz,              -69.18, dBm,
            41466488,Hz,              -69.41, dBm,
            41483154,Hz,              -69.60, dBm,
            41499820,Hz,              -69.66, dBm,
            41516486,Hz,              -69.50, dBm,
            41533152,Hz,              -69.24, dBm,
            41549818,Hz,              -68.88, dBm,
            41566484,Hz,              -68.11, dBm,
            41583150,Hz,              -67.22, dBm,
            41599816,Hz,              -65.95, dBm,
            41616482,Hz,              -63.81, dBm,
            41633148,Hz,              -62.01, dBm,
            41649814,Hz,              -60.02, dBm,
            41666480,Hz,              -57.57, dBm,
            41683146,Hz,              -56.03, dBm,
            41699812,Hz,              -54.82, dBm,
            41716478,Hz,              -53.80, dBm,
            41733144,Hz,              -53.48, dBm,
            41749810,Hz,              -53.62, dBm,
            41766476,Hz,              -54.42, dBm,
            41783142,Hz,              -55.44, dBm,
            41799808,Hz,              -56.80, dBm,
            41816474,Hz,              -59.06, dBm,
            41833140,Hz,              -60.98, dBm,
            41849806,Hz,              -62.74, dBm,
            41866472,Hz,              -64.82, dBm,
            41883138,Hz,              -66.11, dBm,
            41899804,Hz,              -67.08, dBm,
            41916470,Hz,              -68.03, dBm,
            41933136,Hz,              -68.46, dBm,
            41949802,Hz,              -68.74, dBm,
            41966468,Hz,              -69.12, dBm,
            41983134,Hz,              -69.38, dBm,
            41999800,Hz,              -69.54, dBm,
            42016466,Hz,              -69.69, dBm,
            42033132,Hz,              -69.82, dBm,
            42049798,Hz,              -70.00, dBm,
            42066464,Hz,              -70.27, dBm,
            42083130,Hz,              -70.46, dBm,
            42099796,Hz,              -70.59, dBm,
            42116462,Hz,              -70.57, dBm,
            42133128,Hz,              -70.47, dBm,
            42149794,Hz,              -70.39, dBm,
            42166460,Hz,              -70.43, dBm,
            42183126,Hz,              -70.56, dBm,
            42199792,Hz,              -70.61, dBm,
            42216458,Hz,              -70.44, dBm,
            42233124,Hz,              -70.24, dBm,
            42249790,Hz,              -70.17, dBm,
            42266456,Hz,              -70.33, dBm,
            42283122,Hz,              -70.52, dBm,
            42299788,Hz,              -70.68, dBm,
            42316454,Hz,              -70.84, dBm,
            42333120,Hz,              -70.92, dBm,
            42349786,Hz,              -71.03, dBm,
            42366452,Hz,              -71.22, dBm,
            42383118,Hz,              -71.37, dBm,
            42399784,Hz,              -71.44, dBm,
            42416450,Hz,              -71.40, dBm,
            42433116,Hz,              -71.39, dBm,
            42449782,Hz,              -71.44, dBm,
            42466448,Hz,              -71.56, dBm,
            42483114,Hz,              -71.69, dBm,
            42499780,Hz,              -71.86, dBm,
            42516446,Hz,              -72.08, dBm,
            42533112,Hz,              -72.26, dBm,
            42549778,Hz,              -72.41, dBm,
            42566444,Hz,              -72.51, dBm,
            42583110,Hz,              -72.49, dBm,
            42599776,Hz,              -72.37, dBm,
            42616442,Hz,              -72.16, dBm,
            42633108,Hz,              -72.02, dBm,
            42649774,Hz,              -71.95, dBm,
            42666440,Hz,              -72.03, dBm,
            42683106,Hz,              -72.19, dBm,
            42699772,Hz,              -72.35, dBm,
            42716438,Hz,              -72.52, dBm,
            42733104,Hz,              -72.58, dBm,
            42749770,Hz,              -72.64, dBm,
            42766436,Hz,              -72.76, dBm,
            42783102,Hz,              -72.89, dBm,
            42799768,Hz,              -72.97, dBm,
            42816434,Hz,              -72.95, dBm,
            42833100,Hz,              -72.88, dBm,
            42849766,Hz,              -72.80, dBm,
            42866432,Hz,              -72.78, dBm,
            42883098,Hz,              -72.86, dBm,
            42899764,Hz,              -72.91, dBm,
            42916430,Hz,              -72.87, dBm,
            42933096,Hz,              -72.82, dBm,
            42949762,Hz,              -72.83, dBm,
            42966428,Hz,              -72.97, dBm,
            42983094,Hz,              -73.12, dBm,
            42999760,Hz,              -73.24, dBm,
            43016426,Hz,              -73.33, dBm,
            43033092,Hz,              -73.35, dBm,
            43049758,Hz,              -73.42, dBm,
            43066424,Hz,              -73.64, dBm,
            43083090,Hz,              -73.92, dBm,
            43099756,Hz,              -74.19, dBm,
            43116422,Hz,              -74.48, dBm,
            43133088,Hz,              -74.64, dBm,
            43149754,Hz,              -74.72, dBm,
            43166420,Hz,              -74.68, dBm,
            43183086,Hz,              -74.59, dBm,
            43199752,Hz,              -74.47, dBm,
            43216418,Hz,              -74.28, dBm,
            43233084,Hz,              -74.23, dBm,
            43249750,Hz,              -74.33, dBm,
            43266416,Hz,              -74.66, dBm,
            43283082,Hz,              -74.97, dBm,
            43299748,Hz,              -75.22, dBm,
            43316414,Hz,              -75.36, dBm,
            43333080,Hz,              -75.34, dBm,
            43349746,Hz,              -75.34, dBm,
            43366412,Hz,              -75.47, dBm,
            43383078,Hz,              -75.62, dBm,
            43399744,Hz,              -75.72, dBm,
            43416410,Hz,              -75.75, dBm,
            43433076,Hz,              -75.76, dBm,
            43449742,Hz,              -75.83, dBm,
            43466408,Hz,              -76.06, dBm,
            43483074,Hz,              -76.23, dBm,
            43499740,Hz,              -76.27, dBm,
            43516406,Hz,              -76.08, dBm,
            43533072,Hz,              -75.97, dBm,
            43549738,Hz,              -76.08, dBm,
            43566404,Hz,              -76.40, dBm,
            43583070,Hz,              -76.65, dBm,
            43599736,Hz,              -76.76, dBm,
            43616402,Hz,              -76.69, dBm,
            43633068,Hz,              -76.59, dBm,
            43649734,Hz,              -76.59, dBm,
            43666400,Hz,              -76.65, dBm,
            43683066,Hz,              -76.67, dBm,
            43699732,Hz,              -76.67, dBm,
            43716398,Hz,              -76.73, dBm,
            43733064,Hz,              -76.89, dBm,
            43749730,Hz,              -77.16, dBm,
            43766396,Hz,              -77.53, dBm,
            43783062,Hz,              -77.68, dBm,
            43799728,Hz,              -77.68, dBm,
            43816394,Hz,              -77.65, dBm,
            43833060,Hz,              -77.64, dBm,
            43849726,Hz,              -77.67, dBm,
            43866392,Hz,              -77.89, dBm,
            43883058,Hz,              -78.18, dBm,
            43899724,Hz,              -78.44, dBm,
            43916390,Hz,              -78.61, dBm,
            43933056,Hz,              -78.57, dBm,
            43949722,Hz,              -78.43, dBm,
            43966388,Hz,              -78.36, dBm,
            43983054,Hz,              -78.44, dBm,
            43999720,Hz,              -78.57, dBm,
            44016386,Hz,              -78.69, dBm,
            44033052,Hz,              -78.71, dBm,
            44049718,Hz,              -78.73, dBm,
            44066384,Hz,              -78.82, dBm,
            44083050,Hz,              -78.93, dBm,
            44099716,Hz,              -79.02, dBm,
            44116382,Hz,              -79.14, dBm,
            44133048,Hz,              -79.26, dBm,
            44149714,Hz,              -79.44, dBm,
            44166380,Hz,              -79.69, dBm,
            44183046,Hz,              -79.84, dBm,
            44199712,Hz,              -79.87, dBm,
            44216378,Hz,              -79.75, dBm,
            44233044,Hz,              -79.62, dBm,
            44249710,Hz,              -79.53, dBm,
            44266376,Hz,              -79.55, dBm,
            44283042,Hz,              -79.62, dBm,
            44299708,Hz,              -79.75, dBm,
            44316374,Hz,              -79.97, dBm,
            44333040,Hz,              -80.11, dBm,
            44349706,Hz,              -80.18, dBm,
            44366372,Hz,              -80.28, dBm,
            44383038,Hz,              -80.41, dBm,
            44399704,Hz,              -80.54, dBm,
            44416370,Hz,              -80.69, dBm,
            44433036,Hz,              -80.77, dBm,
            44449702,Hz,              -80.80, dBm,
            44466368,Hz,              -80.85, dBm,
            44483034,Hz,              -80.95, dBm,
            44499700,Hz,              -81.12, dBm,
            44516366,Hz,              -81.28, dBm,
            44533032,Hz,              -81.34, dBm,
            44549698,Hz,              -81.40, dBm,
            44566364,Hz,              -81.50, dBm,
            44583030,Hz,              -81.57, dBm,
            44599696,Hz,              -81.57, dBm,
            44616362,Hz,              -81.51, dBm,
            44633028,Hz,              -81.44, dBm,
            44649694,Hz,              -81.38, dBm,
            44666360,Hz,              -81.35, dBm,
            44683026,Hz,              -81.36, dBm,
            44699692,Hz,              -81.38, dBm,
            44716358,Hz,              -81.42, dBm,
            44733024,Hz,              -81.48, dBm,
            44749690,Hz,              -81.56, dBm,
            44766356,Hz,              -81.66, dBm,
            44783022,Hz,              -81.72, dBm,
            44799688,Hz,              -81.74, dBm,
            44816354,Hz,              -81.74, dBm,
            44833020,Hz,              -81.76, dBm,
            44849686,Hz,              -81.86, dBm,
            44866352,Hz,              -82.00, dBm,
            44883018,Hz,              -82.09, dBm,
            44899684,Hz,              -82.16, dBm,
            44916350,Hz,              -82.20, dBm,
            44933016,Hz,              -82.17, dBm,
            44949682,Hz,              -82.11, dBm,
            44966348,Hz,              -82.12, dBm,
            44983014,Hz,              -82.19, dBm,
            44999680,Hz,              -82.31, dBm,
            45016346,Hz,              -82.44, dBm,
            45033012,Hz,              -82.49, dBm,
            45049678,Hz,              -82.52, dBm,
            45066344,Hz,              -82.56, dBm,
            45083010,Hz,              -82.58, dBm,
            45099676,Hz,              -82.61, dBm,
            45116342,Hz,              -82.63, dBm,
            45133008,Hz,              -82.66, dBm,
            45149674,Hz,              -82.74, dBm,
            45166340,Hz,              -82.86, dBm,
            45183006,Hz,              -82.94, dBm,
            45199672,Hz,              -82.95, dBm,
            45216338,Hz,              -82.88, dBm,
            45233004,Hz,              -82.79, dBm,
            45249670,Hz,              -82.70, dBm,
            45266336,Hz,              -82.62, dBm,
            45283002,Hz,              -82.57, dBm,
            45299668,Hz,              -82.56, dBm,
            45316334,Hz,              -82.58, dBm,
            45333000,Hz,              -82.62, dBm,
            45349666,Hz,              -82.72, dBm,
            45366332,Hz,              -82.88, dBm,
            45382998,Hz,              -83.01, dBm,
            45399664,Hz,              -83.10, dBm,
            45416330,Hz,              -83.15, dBm,
            45432996,Hz,              -83.15, dBm,
            45449662,Hz,              -83.13, dBm,
            45466328,Hz,              -83.11, dBm,
            45482994,Hz,              -83.12, dBm,
            45499660,Hz,              -83.14, dBm,
            45516326,Hz,              -83.18, dBm,
            45532992,Hz,              -83.22, dBm,
            45549658,Hz,              -83.28, dBm,
            45566324,Hz,              -83.38, dBm,
            45582990,Hz,              -83.44, dBm,
            45599656,Hz,              -83.47, dBm,
            45616322,Hz,              -83.47, dBm,
            45632988,Hz,              -83.46, dBm,
            45649654,Hz,              -83.43, dBm,
            45666320,Hz,              -83.41, dBm,
            45682986,Hz,              -83.41, dBm,
            45699652,Hz,              -83.44, dBm,
            45716318,Hz,              -83.48, dBm,
            45732984,Hz,              -83.49, dBm,
            45749650,Hz,              -83.52, dBm,
            45766316,Hz,              -83.55, dBm,
            45782982,Hz,              -83.59, dBm,
            45799648,Hz,              -83.63, dBm,
            45816314,Hz,              -83.66, dBm,
            45832980,Hz,              -83.63, dBm,
            45849646,Hz,              -83.59, dBm,
            45866312,Hz,              -83.55, dBm,
            45882978,Hz,              -83.54, dBm,
            45899644,Hz,              -83.56, dBm,
            45916310,Hz,              -83.59, dBm,
            45932976,Hz,              -83.62, dBm,
            45949642,Hz,              -83.66, dBm,
            45966308,Hz,              -83.74, dBm,
            45982974,Hz,              -83.78, dBm,
            45999640,Hz,              -83.77, dBm,
            46016306,Hz,              -83.69, dBm,
            46032972,Hz,              -83.60, dBm,
            46049638,Hz,              -83.51, dBm,
            46066304,Hz,              -83.45, dBm,
            46082970,Hz,              -83.46, dBm,
            46099636,Hz,              -83.52, dBm,
            46116302,Hz,              -83.62, dBm,
            46132968,Hz,              -83.70, dBm,
            46149634,Hz,              -83.76, dBm,
            46166300,Hz,              -83.84, dBm,
            46182966,Hz,              -83.89, dBm,
            46199632,Hz,              -83.92, dBm,
            46216298,Hz,              -83.92, dBm,
            46232964,Hz,              -83.89, dBm,
            46249630,Hz,              -83.84, dBm,
            46266296,Hz,              -83.78, dBm,
            46282962,Hz,              -83.76, dBm,
            46299628,Hz,              -83.78, dBm,
            46316294,Hz,              -83.85, dBm,
            46332960,Hz,              -83.90, dBm,
            46349626,Hz,              -83.95, dBm,
            46366292,Hz,              -83.99, dBm,
            46382958,Hz,              -84.02, dBm,
            46399624,Hz,              -84.03, dBm,
            46416290,Hz,              -84.00, dBm,
            46432956,Hz,              -83.96, dBm,
            46449622,Hz,              -83.91, dBm,
            46466288,Hz,              -83.86, dBm,
            46482954,Hz,              -83.84, dBm,
            46499620,Hz,              -83.85, dBm,
            46516286,Hz,              -83.89, dBm,
            46532952,Hz,              -83.92, dBm,
            46549618,Hz,              -83.94, dBm,
            46566284,Hz,              -83.93, dBm,
            46582950,Hz,              -83.94, dBm,
            46599616,Hz,              -83.96, dBm,
            46616282,Hz,              -84.01, dBm,
            46632948,Hz,              -84.03, dBm,
            46649614,Hz,              -84.02, dBm,
            46666280,Hz,              -84.02, dBm,
            46682946,Hz,              -84.03, dBm,
            46699612,Hz,              -84.06, dBm,
            46716278,Hz,              -84.10, dBm,
            46732944,Hz,              -84.13, dBm,
            46749610,Hz,              -84.15, dBm,
            46766276,Hz,              -84.16, dBm,
            46782942,Hz,              -84.15, dBm,
            46799608,Hz,              -84.12, dBm,
            46816274,Hz,              -84.09, dBm,
            46832940,Hz,              -84.08, dBm,
            46849606,Hz,              -84.09, dBm,
            46866272,Hz,              -84.11, dBm,
            46882938,Hz,              -84.11, dBm,
            46899604,Hz,              -84.09, dBm,
            46916270,Hz,              -84.04, dBm,
            46932936,Hz,              -84.02, dBm,
            46949602,Hz,              -84.04, dBm,
            46966268,Hz,              -84.10, dBm,
            46982934,Hz,              -84.15, dBm,
            46999600,Hz,              -84.18, dBm,
